id,電話番号,家賃,管理費_共益費,敷金,礼金,保証金,敷引_償却,所在地,駅徒歩,間取り,専有面積,築年数,階,向き,建物種別,間取り詳細,構造,階建,築年月,エネルギー消費性能,断熱性能,目安光熱費,損保,駐車場,入居,取引態様,条件,取り扱い店舗物件コード,SUUMO物件コード,総戸数,情報更新日,次回更新日,契約期間,保証会社,ほか諸費用,備考,create_at
1442,06-6373-0505,7.95万円,6690円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,26.06m2,新築,9階,西,マンション,洋3.2 DK6.2,鉄筋コン,9階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961566,100458057752,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,,,2025-09-03 11:06:56
1443,06-6821-2320,8万円,6690円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩11分
阪急京都線/十三駅 歩13分",1DK,26.06m2,新築,10階,西,マンション,洋3.2 DK6.2,鉄筋コン,10階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,ペット相談,12496680,100455038578,-,2025/09/03,次回更新日は情報更新日より１５日以内,普通借家 2年,全保連利用必 初回契約時：60％、更新時：10，000円、引落手数料330円/月,ハウスクリーニング　33000円／退去時　更新料　11000円,Osaka Metro御堂筋線 中津駅徒歩16分,2025-09-03 11:06:00
1444,078-855-9599,8.05万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩10分
阪急神戸線/十三駅 歩13分",1DK,27.5m2,新築,2階,西,マンション,洋3.3 DK6.7,鉄筋コン,2階/10階建,2026年1月,-,-,-,-,敷地内19000円,26年1月下旬,仲介,単身者可/二人入居可/ペット相談,223254,100455152320,45戸,2025/09/02,次回更新日は情報更新日より１５日以内,普通借家 2年,保証会社利用必 初回　月額賃料60％,,巡回管理,2025-09-03 11:08:01
1445,06-6373-0505,8.1万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,4階,西,マンション,洋3.3 DK6.7,鉄筋コン,4階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961541,100458057664,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:06:07
1446,06-6373-0505,8.1万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,3階,西,マンション,洋3.3 DK6.7,鉄筋コン,3階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961542,100458057693,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:06:09
1447,06-6373-0505,8.15万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,5階,西,マンション,洋3.3 DK6.7,鉄筋コン,5階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961540,100458057667,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:06:13
1448,06-6373-0505,8.15万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,6階,西,マンション,洋3.3 DK6.7,鉄筋コン,6階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961539,100458057696,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:06:21
1449,06-6373-0505,8.2万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,7階,西,マンション,洋3.3 DK6.7,鉄筋コン,7階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961538,100458057641,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:07:28
1450,06-6373-0505,8.2万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1DK,27.5m2,新築,8階,西,マンション,洋3.3 DK6.7,鉄筋コン,8階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961547,100458057680,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:06:28
1451,0120-593232,8.25万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"阪急京都線/南方駅 歩11分
地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/十三駅 歩14分",1DK,27.5m2,新築,9階,西,マンション,洋3.3 DK6.7,鉄筋コン,9階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,ペット相談,67215781,100454742744,45戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,,室内清掃費用３３０００円,大阪市御堂筋線新大阪駅徒歩21分/※敷金がない契約が増えているのでご注意ください！『過失による』退去時の急な出費に備えておこう！・・・当店でご契約のお客様は「オリジナルの入居者過失サポート」をご利用になれます。国民生活センターも注意喚起する原状回復トラブル。初年度１９，８００円、更新時１０，０００円（１年更新）で、過失による請求を最大２０万円までサポート。安心の賃貸ライフを！,2025-09-03 11:06:32
1452,06-6821-2320,8.3万円,7070円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩11分
阪急京都線/十三駅 歩13分",1DK,27.5m2,新築,10階,西,マンション,洋3.3 DK6.7,鉄筋コン,10階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,ペット相談,12496668,100455038577,-,2025/09/03,次回更新日は情報更新日より１５日以内,普通借家 2年,全保連利用必 初回契約時：60％、更新時：10，000円、引落手数料330円/月,ハウスクリーニング　33000円／退去時　更新料　11000円,Osaka Metro御堂筋線 中津駅徒歩16分,2025-09-03 11:06:40
1453,0120-905401,8.45万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"阪急神戸線/十三駅 歩14分
地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩10分",1LDK,28.44m2,新築,2階,西,マンション,洋3.1 LDK8,鉄筋コン,2階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,単身者可/ペット相談,22988,100455406363,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回：総賃料の60％,,オンライン内覧やWEB契約など、ご来店なしで契約ができます★関西圏のお部屋探しはRoom Heartsまで♪,2025-09-03 11:06:44
1454,0120-905401,8.5万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"阪急神戸線/十三駅 歩14分
地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩10分",1LDK,28.44m2,新築,4階,西,マンション,洋3.1 LDK8,鉄筋コン,4階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,単身者可/ペット相談,22996,100455406368,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回：総賃料の60％,,オンライン内覧やWEB契約など、ご来店なしで契約ができます★関西圏のお部屋探しはRoom Heartsまで♪,2025-09-03 11:07:00
1455,0120-905401,8.5万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"阪急神戸線/十三駅 歩14分
地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩10分",1LDK,28.44m2,新築,3階,西,マンション,洋3.1 LDK8,鉄筋コン,3階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,単身者可/ペット相談,22999,100455406361,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回：総賃料の60％,,オンライン内覧やWEB契約など、ご来店なしで契約ができます★関西圏のお部屋探しはRoom Heartsまで♪,2025-09-03 11:08:04
1456,06-6373-0505,8.55万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1LDK,28.44m2,新築,5階,西,マンション,洋3.1 LDK8.0,鉄筋コン,5階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/二人入居可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961561,100458057739,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:08:08
1457,06-6373-0505,8.55万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩11分
阪急京都線/南方駅 歩11分
阪急神戸線/十三駅 歩14分",1LDK,28.44m2,新築,6階,西,マンション,洋3.1 LDK8.0,鉄筋コン,6階/10階建,2026年1月,-,-,-,1万円1年,-,26年1月下旬,仲介,単身者可/二人入居可/子供不可/ペット相談/事務所利用不可/ルームシェア不可,9961537,100458057644,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,全保連利用必 初回保証料：総賃料の60％ 更新料：10.000円/年　引落手数料：330円（税込）,更新料　賃料11000.00ヶ月分,,2025-09-03 11:07:16
1460,06-6364-3555,8.65万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩10分
ＪＲ東海道本線/新大阪駅 歩20分
阪急神戸線/十三駅 歩13分",1LDK,28.44m2,新築,9階,西,マンション,洋3.1 LDK8,鉄筋コン,9階/10階建,2026年1月,-,-,-,要,敷地内19000円/屋内駐,26年1月下旬,仲介,二人入居可/ペット相談,110883551,100455510604,-,2025/09/02,次回更新日は情報更新日より８日以内,,保証会社利用必 初回総賃料６０％　１年毎１０，０００円　引落手数料３３０円,,ペット飼育時　１匹あたり賃料５００円増額　保証会社:全保連,2025-09-03 11:07:30
1461,06-6821-2320,8.7万円,7310円,-,-,-,-,大阪府大阪市淀川区木川東１,"地下鉄御堂筋線/西中島南方駅 歩10分
阪急京都線/南方駅 歩11分
阪急京都線/十三駅 歩13分",1LDK,28.44m2,新築,10階,西,マンション,洋3.1 LDK8,鉄筋コン,10階/10階建,2026年1月,-,-,-,1万円1年,敷地内19000円,26年1月下旬,仲介,二人入居可/ペット相談,12496687,100455038579,-,2025/09/03,次回更新日は情報更新日より１５日以内,普通借家 2年,全保連利用必 初回契約時：60％、更新時：10，000円、引落手数料330円/月,ハウスクリーニング　33000円／退去時　更新料　11000円,Osaka Metro御堂筋線 中津駅徒歩16分,2025-09-03 11:08:30
1463,0800-1237493,6.8万円,4600円,-,7万円,-,-,大阪府大阪市淀川区東三国１,"地下鉄御堂筋線/東三国駅 歩7分
ＪＲ東海道本線/東淀川駅 歩3分
ＪＲ東海道本線/新大阪駅 歩14分",1K,29m2,築9年,3階,西,アパート,洋8.8 K2.5,木造,3階/3階建,2017年5月,-,-,-,1.5万円2年,-,25年10月中旬,仲介,単身者限定,HC2-3125333-302-0243,100457488218,9戸,2025/09/02,次回更新日は情報更新日より１５日以内,,日本賃貸保証利用必 初回保証料50％　更新　10 000/年,,■室内清掃費：33000円,2025-09-03 11:07:42
1464,06-6195-4733,7.1万円,8200円,-,14.2万円,-,-,大阪府大阪市淀川区西中島７,"地下鉄御堂筋線/新大阪駅 歩10分
地下鉄御堂筋線/西中島南方駅 歩9分
阪急京都線/南方駅 歩11分",1K,21.78m2,築3年,14階,北,マンション,洋6 K,鉄筋コン,14階/14階建,2023年6月,-,-,-,1.66万円2年,近隣250m25000円,相談,仲介,-,12577069,100457200966,78戸,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 初回契約時：50％、更新時：1％,駐輪代（平面）　550円／月額　駐輪代（ラック式下段）　220円／月額　駐輪代（ラック式上段）　110円／月額　原付置場代　1100円／月額　バイク置場代　2200円／月額　エアコン分解清掃　15400円／退去時　更新料　1ヶ月,JR東海道本線京都線 東淀川駅徒歩20分,2025-09-03 11:08:41
1465,06-6337-5151,8.2万円,9200円,-,12.3万円,-,-,大阪府大阪市淀川区西中島７,"ＪＲ東海道本線/新大阪駅 歩8分
地下鉄御堂筋線/新大阪駅 歩5分
阪急京都線/崇禅寺駅 歩25分",1LDK,24.43m2,築3年,2階,南,マンション,洋2 DK7.0,鉄筋コン,2階/14階建,2023年6月,-,-,-,要,-,即,仲介,-,5856057,100455338078,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,,,巡回管理,2025-09-03 11:08:44
1466,06-6886-7933,8.5万円,9200円,-,17万円,-,-,大阪府大阪市淀川区西中島７,"ＪＲ東海道本線/新大阪駅 歩8分
地下鉄御堂筋線/西中島南方駅 歩10分
地下鉄御堂筋線/東三国駅 歩18分",1DK,24.43m2,築3年,10階,南,マンション,洋2 DK7.0,鉄筋コン,10階/14階建,2023年7月,-,-,-,1.66万円2年,-,25年10月上旬,仲介,-,s1050343692,100453174059,-,2025/09/02,次回更新日は情報更新日より８日以内,普通借家 2年,保証会社利用必 初回40％　月額1％ 審査内容により変動あり,更新料　賃料1.00ヶ月分,駐輪代平面550円・下段220円・上段110円、初回駐輪ステッカー代440円、バイク置き場月額2 200円・原付1 100円/清掃代38 500円、エアコン清掃代8 250円,2025-09-03 11:07:56
1467,06-6155-1146,6.36万円,8440円,-,8万円,-,-,大阪府大阪市淀川区西中島１,"阪急京都線/南方駅 歩4分
地下鉄御堂筋線/西中島南方駅 歩4分
地下鉄御堂筋線/新大阪駅 歩13分",1K,21.09m2,築6年,3階,北,マンション,洋6 K2.5,鉄筋コン,3階/15階建,2020年1月,-,-,-,1.1万円1年,-,相談,仲介,-,15681518,100457354272,112戸,2025/09/03,次回更新日は情報更新日より８日以内,,保証会社利用必 プレサンスギャランティ（初回：総賃料50％、最低2万円、月額：総賃料の1.5％）または、日本セーフ,更新料11000円,阪急電鉄千里線 柴島駅徒歩15分/退去時ハウスクリーニング代（税込）/38500円、補償付帯費／月/990円、鍵交換代/29700円,2025-09-03 11:07:59
